record_id,municipality,category,name,address,lat,lng,coordinateSource,toiletLocation,floor,insideOutside,gateStatus,openingHours,wheelchair,ostomate,babyChangingTable,babyChair,largeBed,handrail,emergencyButton,powderRoom,freeUse,generalPublicUse,imageUrl,imageSourceUrl,imageType,imageLicense,sourceUrl,sourceType,verificationStatus,researchNote
GS-TK-008384,東京都,PUBLIC,セシオン杉並 バリアフリートイレ,東京都杉並区梅里一丁目22番32号,35.696671,139.653553,official,B1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_02_058_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_02_058_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008385,東京都,PUBLIC,セシオン杉並 バリアフリートイレ(エントランス側),東京都杉並区梅里一丁目22番32号,35.696671,139.653553,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_02_058_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_02_058_02_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008386,東京都,PUBLIC,セシオン杉並 バリアフリートイレ(ホール側),東京都杉並区梅里一丁目22番32号,35.696671,139.653553,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_02_058_03_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_02_058_03_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008387,東京都,PUBLIC,阿佐谷地域区民センター バリアフリートイレ,東京都杉並区阿佐谷北一丁目1番1号,35.705339,139.641231,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_02_059_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_02_059_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008388,東京都,PUBLIC,杉並保健所 １階車いす便所,東京都杉並区荻窪五丁目20番1号,35.702353,139.620081,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_001_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_001_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008389,東京都,PUBLIC,杉並保健所 ２階車いす便所,東京都杉並区荻窪五丁目20番1号,35.702239,139.620272,official,2F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_001_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_001_02_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008390,東京都,PUBLIC,杉並保健所 ４階車いす便所,東京都杉並区荻窪五丁目20番1号,35.702246,139.620242,official,4F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_001_03_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_001_03_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008391,東京都,PUBLIC,杉並保健所 ５階車いす便所,東京都杉並区荻窪五丁目20番1号,35.702193,139.620278,official,5F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_001_04_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_001_04_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008392,東京都,PUBLIC,高井戸保健センター だれでもトイレ,東京都杉並区高井戸東三丁目20番3号,35.685166,139.620572,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_002_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_002_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008393,東京都,PUBLIC,高円寺保健センター 高円寺保健センター１階トイレ,東京都杉並区高円寺南三丁目24番15号,35.701538,139.645761,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_003_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_003_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008394,東京都,PUBLIC,上井草保健センター 1階だれでもトイレ,東京都杉並区上井草三丁目8番19号,35.719004,139.601459,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_004_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_004_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008395,東京都,PUBLIC,和泉保健センター 誰でもトイレ,東京都杉並区和泉四丁目50番6号,35.682669,139.655862,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_005_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_03_005_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008396,東京都,PUBLIC,高円寺図書館・コミュニティふらっと高円寺南 バリアフリートイレ(男女共用・All Gender),東京都杉並区高円寺南二丁目36番25号,35.701047,139.651152,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115-99-04-02-01-1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115-99-04-02-01-1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008397,東京都,PUBLIC,高円寺図書館・コミュニティふらっと高円寺南 バリアフリートイレ(男女共用・All Gender),東京都杉並区高円寺南二丁目36番25号,35.701212,139.651109,official,2F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115-99-04-02-02-1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115-99-04-02-02-1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008398,東京都,PUBLIC,高円寺図書館・コミュニティふらっと高円寺南 バリアフリートイレ(男女共用・All Gender),東京都杉並区高円寺南二丁目36番25号,35.700599,139.651284,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115-99-04-02-05-1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115-99-04-02-05-1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008399,東京都,PUBLIC,杉並区立宮前図書館 だれでもトイレ,東京都杉並区宮前五丁目5番27号,35.693294,139.599076,official,1F,,,,,あり,あり,,,,,なし,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_003_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_003_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008400,東京都,PUBLIC,杉並区立成田図書館 だれでもトイレ,東京都杉並区成田東三丁目28番5号,35.694991,139.637375,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_004_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_004_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008401,東京都,PUBLIC,杉並区立西荻図書館 だれでもトイレ,東京都杉並区西荻北二丁目33番9号,35.707723,139.605864,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_005_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_005_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008402,東京都,PUBLIC,杉並区立阿佐谷図書館 だれでもトイレ,東京都杉並区阿佐谷北三丁目36番14号,35.71171,139.63333,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_006_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_006_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008403,東京都,PUBLIC,杉並区立南荻窪図書館 １階東障がい者用トイレ,東京都杉並区南荻窪一丁目10番2号,35.695114,139.614609,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_007_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_007_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008404,東京都,PUBLIC,杉並区立下井草図書館 身障者トイレ,東京都杉並区下井草三丁目26番5号,35.720816,139.623236,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_008_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_008_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008405,東京都,PUBLIC,杉並区立高井戸図書館 １階だれでもトイレ,東京都杉並区高井戸東一丁目28番1号,35.681635,139.622884,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_009_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_009_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008406,東京都,PUBLIC,杉並区立方南図書館 1階多目的トイレ,東京都杉並区方南一丁目51番2号,35.679046,139.660197,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_010_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_010_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008407,東京都,PUBLIC,杉並区立今川図書館 1階だれでもトイレ,東京都杉並区今川四丁目12番10号 杉並区立今川図書館・杉並区立ゆうゆう今川館,35.71573,139.599881,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_011_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_011_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008408,東京都,PUBLIC,杉並区立今川図書館 ２階だれでもトイレ,東京都杉並区今川四丁目12番10号 杉並区立今川図書館・杉並区立ゆうゆう今川館,35.715668,139.599867,official,2F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_011_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_011_02_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008409,東京都,PUBLIC,杉並区立中央図書館 バリアフリートイレ,東京都杉並区荻窪三丁目40番23号,35.701766,139.626914,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_012_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_012_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008410,東京都,PUBLIC,杉並区立永福図書館 だれでもトイレ,東京都杉並区永福三丁目51番17号,35.678541,139.637911,official,2F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_013_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_04_013_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008411,東京都,PUBLIC,杉並芸術会館（座・高円寺） 地下1階バリアフリートイレ,東京都杉並区高円寺北二丁目1番2号,35.705944,139.653892,official,B1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_003_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_003_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008412,東京都,PUBLIC,荻窪区民事務所・産業振興センター 2階だれでもトイレ,東京都杉並区上荻一丁目2番1号 Daiwa荻窪タワー２階,35.704742,139.622993,official,2F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_004_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_004_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008413,東京都,PUBLIC,郷土博物館 だれでもトイレ,東京都杉並区大宮１－２０－８,35.685927,139.645477,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_005_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_005_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008414,東京都,PUBLIC,郷土博物館分館 だれでもトイレ,東京都杉並区天沼3丁目23番1号 杉並区立郷土博物館分館（西棟）,35.708866,139.621186,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_006_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_006_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008415,東京都,PUBLIC,郷土博物館分館 表記なし（ピクトグラムのみ）,東京都杉並区天沼3丁目23番1号 杉並区立郷土博物館分館（東棟）,35.708694,139.621558,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_006_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_05_006_02_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008416,東京都,PUBLIC,杉並公会堂 1階バリアフリートイレ,東京都杉並区上荻一丁目23番15号,35.706632,139.616435,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_06_001_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_06_001_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008417,東京都,PUBLIC,杉並公会堂 地下1階バリアフリートイレ,東京都杉並区上荻一丁目23番15号,35.706498,139.616455,official,B1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_06_001_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_06_001_02_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008418,東京都,PUBLIC,方南公園 方南公園だれでもトイレ,東京都杉並区方南二丁目28番24号,35.686174,139.658226,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_001_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_001_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008419,東京都,PUBLIC,梅里公園 梅里公園だれでもトイレ,東京都杉並区梅里一丁目1番55号,35.695662,139.653998,official,1F,,,,,あり,なし,,,,,なし,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_002_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_002_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008420,東京都,PUBLIC,梅里公園 堀ノ内公衆便所（男性用）,東京都杉並区梅里一丁目1番55号,35.694842,139.654079,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_002_02_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_002_02_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008421,東京都,PUBLIC,梅里公園 堀ノ内公衆便所（女性用）,東京都杉並区梅里一丁目1番55号,35.694864,139.654038,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_002_03_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_002_03_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008422,東京都,PUBLIC,済美公園 済美公園だれでもトイレ,東京都杉並区堀ノ内一丁目27番40号,35.688079,139.6491,official,1F,,,,,あり,あり,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_003_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_003_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
GS-TK-008423,東京都,PUBLIC,桃園川緑道 桃園川緑道だれでもトイレ,東京都杉並区高円寺南一丁目34番10号,35.702931,139.648575,official,1F,,,,,あり,なし,,,,,あり,,,はい,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_004_01_1.jpg,http://www.opendata.metro.tokyo.jp/fukushihoken/wc-photos/13115_99_07_004_01_1.jpg,actual_toilet_photo,,https://www.opendata.metro.tokyo.lg.jp/fukushi/R07/01/3_koukyoshisetsu_barieer_free_wc.csv,official_opendata,VERIFIED,東京都福祉局 車椅子使用者対応トイレ 公共施設データ（令和7年度・全行抽出）（住所行未記載のため自治体未確定・座標で識別）
