record_id,municipality,category,name,address,lat,lng,coordinateSource,toiletLocation,floor,insideOutside,gateStatus,openingHours,wheelchair,ostomate,babyChangingTable,babyChair,largeBed,handrail,emergencyButton,powderRoom,freeUse,generalPublicUse,imageUrl,imageSourceUrl,imageType,imageLicense,sourceUrl,sourceType,verificationStatus,researchNote
GS-TK-000001,調布市,PUBLIC,多摩川さくら緑地公衆トイレ,東京都調布市多摩川5丁目37-1,35.641818,139.535911,official,多摩川さくら緑地内,,,,,あり,なし,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000002,調布市,PUBLIC,京王多摩川駅南公衆トイレ,東京都調布市多摩川4丁目41-7,35.64348,139.535747,official,京王多摩川駅前交番横,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000003,調布市,PUBLIC,つつじケ丘駅北公衆トイレ,東京都調布市西つつじケ丘3丁目35-29,35.65813,139.574439,official,つつじケ丘駅北口ロータリー横,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000004,調布市,PUBLIC,飛田給駅北公衆トイレ,東京都調布市飛田給1丁目42,35.660247,139.523366,official,飛田給駅前交番横,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000005,調布市,PUBLIC,深大寺前公衆トイレ,東京都調布市深大寺元町5丁目12-12,35.667118,139.549218,official,京王バス深大寺バス停前,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000006,調布市,PUBLIC,布多天神南公衆トイレ,東京都調布市調布ケ丘1丁目5-20,35.657385,139.543828,official,布多天神敷地南側,,,,,あり,なし,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000007,調布市,PUBLIC,調布駅前広場暫定公衆トイレ,東京都調布市布田4丁目1-4,35.651389,139.543901,official,調布駅前交番横,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000008,調布市,PUBLIC,入間公園,東京都調布市入間町3-6-7,35.648134,139.588688,official,,,,,,あり,なし,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000009,調布市,PUBLIC,実篤公園,東京都調布市若葉町1-23-20,35.657901,139.581828,official,,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000010,調布市,PUBLIC,西つつじケ丘児童遊園,東京都調布市西つつじケ丘3-3-8,35.655876,139.569984,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000011,調布市,PUBLIC,野川橋緑地,東京都調布市菊野台3-51,35.649794,139.570244,official,,,,,,あり,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000012,調布市,PUBLIC,西町公園,東京都調布市西町717-5,35.66185,139.531693,official,,,,,,あり,なし,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000013,調布市,PUBLIC,上石原児童遊園,東京都調布市上石原1-24-22,35.65795,139.528725,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000014,調布市,PUBLIC,高速第2児童遊園,東京都調布市上石原1-20-11,35.659307,139.530301,official,,,,,,あり,なし,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000015,調布市,PUBLIC,高速第3児童遊園,東京都調布市富士見町3-9-1,35.662719,139.53904,official,,,,,,あり,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000016,調布市,PUBLIC,ターザン児童遊園,東京都調布市下石原2-54-2,35.653648,139.537011,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000017,調布市,PUBLIC,八雲台公園,東京都調布市八雲台1-42-1,35.653953,139.555349,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000018,調布市,PUBLIC,下布田公園,東京都調布市布田2-26-4,35.652887,139.548674,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000019,調布市,PUBLIC,ぬの多公園,東京都調布市染地2-8-74,35.64,139.55124,official,,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000020,調布市,PUBLIC,上布田公園,東京都調布市調布ケ丘1-24-1,35.654879,139.546431,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000021,調布市,PUBLIC,染地公園,東京都調布市染地3-3-1,35.639142,139.556356,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000022,調布市,PUBLIC,古天神公園,東京都調布市布田5-53-22,35.644273,139.543998,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000023,調布市,PUBLIC,多摩川市民広場,東京都調布市染地2-51-1,35.637872,139.552793,official,,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000024,調布市,PUBLIC,染地せせらぎの散歩道,東京都調布市国領町7-13-24先,35.643253,139.557192,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000025,調布市,PUBLIC,多摩川児童公園(玉川苑内),東京都調布市多摩川4-29-45,35.645302,139.533605,official,,,,,,あり,なし,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000026,調布市,PUBLIC,鬼太郎ひろば,東京都調布市下石原1-58-5,35.654032,139.537712,official,,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000027,調布市,PUBLIC,(仮称)鉄道敷地公園(相模原線),東京都調布市小島町2-62-5,35.650958,139.540305,official,,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000028,調布市,PUBLIC,上ノ原公園,東京都調布市柴崎2-6-6,35.661242,139.562416,official,,,,,,あり,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000029,調布市,PUBLIC,布多公園,東京都調布市調布ケ丘3-30-1,35.657954,139.550179,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000030,調布市,PUBLIC,柴崎公園,東京都調布市柴崎2-28-2,35.664115,139.563634,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000031,調布市,PUBLIC,とりで公園,東京都調布市深大寺東町8-24-20,35.680503,139.556988,official,,,,,,あり,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000032,調布市,PUBLIC,佐須公園,東京都調布市佐須町4-63-1,35.659606,139.558749,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000033,調布市,PUBLIC,又住橋緑地,東京都調布市調布ケ丘3-67-7,35.661685,139.548436,official,,,,,,あり,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000034,調布市,PUBLIC,深大寺自然広場,東京都調布市深大寺南町1-25,35.663393,139.556618,official,,,,,,あり,あり,あり,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000035,調布市,PUBLIC,深大寺橋下(中央道高架下),東京都調布市深大寺南町4-41,35.66445,139.556969,official,,,,,,なし,なし,なし,,,,,,,はい,,,,,https://www.city.chofu.lg.jp/documents/13850/132080_public_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（調布市公表）
GS-TK-000036,台東区,PUBLIC,上野公園大黒天横,東京都台東区上野公園10-17前,35.718902,139.769838,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000037,台東区,PUBLIC,池ノ端弁天前,東京都台東区上野2-14-21前,35.711417,139.772975,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000038,台東区,PUBLIC,三ノ輪二丁目,東京都台東区三ノ輪2-13-8,35.730333,139.792374,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000039,台東区,PUBLIC,寛永寺前,東京都台東区上野桜木2-6-20前,35.722389,139.773811,official,,,,,24時間 ２４時間利用可能,,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000040,台東区,PUBLIC,三ノ輪交番裏,東京都台東区竜泉2-20-13,35.728363,139.790572,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000041,台東区,PUBLIC,台東一丁目,東京都台東区台東1-6-5,35.700715,139.777083,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000042,台東区,PUBLIC,龍谷寺脇,東京都台東区東上野5-5-5,35.712454,139.782213,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000043,台東区,PUBLIC,西郷銅像下,東京都台東区上野4-10-8前,35.711008,139.774147,official,,,,,24時間 ２４時間利用可能 ただしバリアフリートイレは7:00～21:45が利用可,,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000044,台東区,PUBLIC,不忍池西側,東京都台東区池之端1-1-13,35.709265,139.769413,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000045,台東区,PUBLIC,池之端二丁目,東京都台東区池之端2-4-2前,35.714189,139.765996,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000046,台東区,PUBLIC,谷中墓地入口,東京都台東区谷中7-2-27前,35.723298,139.771707,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000047,台東区,PUBLIC,北上野一丁目,東京都台東区北上野1-15-12,35.71916,139.783407,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000048,台東区,PUBLIC,柳橋二丁目交番裏,東京都台東区柳橋2-16-11,35.700114,139.788457,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000049,台東区,PUBLIC,小島二丁目交番裏,東京都台東区小島2-18-20,35.706555,139.784866,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000050,台東区,PUBLIC,下水ポンプ場脇,東京都台東区浅草5-73-11,35.722926,139.798258,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000051,台東区,PUBLIC,蔵前四丁目,東京都台東区蔵前4-35-8,35.706169,139.789108,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000052,台東区,PUBLIC,田原町交番裏,東京都台東区西浅草1-8-11,35.711624,139.791748,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000053,台東区,PUBLIC,厩橋際,東京都台東区蔵前2-15-9,35.704602,139.794213,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000054,台東区,PUBLIC,千束一丁目,東京都台東区千束1-19-8,35.720659,139.791371,official,,,,,24時間 ２４時間利用可能,,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000055,台東区,PUBLIC,駒形橋際,東京都台東区雷門2-1-1,35.709392,139.797764,official,,,,,24時間 ２４時間利用可能 ただしバリアフリートイレは7:00～19:00が利用可,,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000056,台東区,PUBLIC,仲見世1号,東京都台東区浅草1-2-6,35.711207,139.796629,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000057,台東区,PUBLIC,仲見世2号,東京都台東区浅草1-30-2,35.711942,139.796252,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000058,台東区,PUBLIC,仲見世3号,東京都台東区浅草1-32-6,35.712102,139.796646,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000059,台東区,PUBLIC,仲見世4号,東京都台東区浅草1-37-2,35.712558,139.796316,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000060,台東区,PUBLIC,木馬館前,東京都台東区浅草2-3-28,35.714271,139.795141,official,,,,,24時間 ２４時間利用可能,,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000061,台東区,PUBLIC,清川二丁目,東京都台東区清川2-13-19,35.727137,139.802743,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000062,台東区,PUBLIC,日本堤,東京都台東区東浅草2-27-1,35.72406448,139.7983654,official,,,,,09:00-16:00 公園の開園時間に準ずる（土日祝・年末年始は08:00～17：00）,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000063,台東区,PUBLIC,柳北,東京都台東区浅草橋5-1-35,35.69980114,139.7828744,official,,,,,24時間 ２４時間利用可能,あり,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000064,台東区,PUBLIC,東盛,東京都台東区三ノ輪1-23-2,35.72860233,139.792751,official,,,,,24時間 ２４時間利用可能,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000065,台東区,PUBLIC,千束,東京都台東区浅草4-24-7,35.71873778,139.7939102,official,,,,,24時間 ２４時間利用可能 ただしバリアフリートイレは06:00～19:00が利用可,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000066,台東区,PUBLIC,西町,東京都台東区東上野2-23-3,35.709219,139.7798683,official,,,,,24時間 ２４時間利用可能,あり,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000067,台東区,PUBLIC,石浜,東京都台東区清川1-14-21,35.7246832,139.8041612,official,,,,,24時間 ２４時間利用可能,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000068,台東区,PUBLIC,精華,東京都台東区蔵前4-15-9,35.70364592,139.7890573,official,,,,,24時間 ２４時間利用可能,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000069,台東区,PUBLIC,玉姫,東京都台東区清川2-13-18,35.72730905,139.802296,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000070,台東区,PUBLIC,山伏,東京都台東区北上野2-9-7,35.71666029,139.783643,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000071,台東区,PUBLIC,松葉,東京都台東区松が谷1-12-6,35.71206394,139.787188,official,,,,,24時間 ２４時間利用可能,あり,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000072,台東区,PUBLIC,御徒町,東京都台東区台東4-13-3,35.70624721,139.7778169,official,,,,,24時間 ２４時間利用可能,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000073,台東区,PUBLIC,金杉,東京都台東区下谷3-5-12,35.72402483,139.7859024,official,,,,,24時間 ２４時間利用可能,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000074,台東区,PUBLIC,小島,東京都台東区小島2-9-4,35.70556114,139.7842243,official,,,,,24時間 ２４時間利用可能,あり,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000075,台東区,PUBLIC,金竜,東京都台東区西浅草3-25-7,35.7166877,139.7900739,official,,,,,24時間 ２４時間利用可能,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000076,台東区,PUBLIC,富士,東京都台東区浅草4-47-2,35.7185337,139.7975108,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000077,台東区,PUBLIC,田原,東京都台東区雷門1-5-15,35.70978727,139.7929875,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000078,台東区,PUBLIC,一葉記念,東京都台東区竜泉3-19-1,35.72563284,139.7925526,official,,,,,24時間 ２４時間利用可能,,,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000079,台東区,PUBLIC,花川戸,東京都台東区花川戸2-5-6,35.71414599,139.7992606,official,,,,,24時間 ２４時間利用可能,あり,あり,あり,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
GS-TK-000080,台東区,PUBLIC,鶯谷,東京都台東区根岸1-3-17,35.72114285,139.779395,official,,,,,24時間 ２４時間利用可能,,,,,,,,,,はい,,,,,https://www.city.taito.lg.jp/kusei/online/opendata/seikatu/shisethutizujouhou.files/20250314_koshu_koen_toilet.csv,official_opendata,VERIFIED,自治体標準オープンデータセット（台東区公表）
